
100,6.3
200,16.8
300,28.7
400,49.8
500,138.4
600,104.8
700,139.1
800,174.7
900,213.3
1000,276.4
1100,323.1
1200,410.9
1300,617.5
1400,503.6
1500,636
1600,676.1
1700,762.4
1800,1096.6
1900,1665.8
2000,989.7
2100,1706
2200,2063.4
2300,1406.7
2400,1499.4
2500,1693.3
2600,1783.3
2700,1837.3
2800,1970.9
2900,2655.4
3000,2705.3
3100,2507.3
3200,2575.8
3300,3079.8
3400,2858.6
3500,3069.7
3600,3245.4
3700,4162.6
3800,3665.9
3900,3902.9
4000,4103.5
4100,4062.2
4200,4489.4
4300,4892.4
4400,4641
4500,5467.1
4600,6394.9
4700,6023.2
4800,6360.9
4900,6148.7
5000,6181.5
5100,6215.4
5200,6329.2
5300,8079.3
5400,6821.1
5500,7642.6
5600,8271.6
5700,8421.9
5800,8121.3
5900,8993.4
6000,8860.3
6100,9260
6200,10133
6300,10556.2
6400,9750.5
6500,10601.3
6600,11131.6
6700,10603.5
6800,11589.2
6900,11959.1
7000,13287.9
7100,12155.2
7200,13365.5
7300,14460.9
7400,13256.2
7500,15246.1
7600,15360.2
7700,14762.4
7800,14565.2
7900,14990.1
8000,15212.2
8100,16617.8
8200,17021.9
8300,17773.5
8400,17657.1
8500,18661.2
8600,18073.2
8700,18632.8
8800,18696.3
8900,20178.9
9000,21651.1
9100,19409.1
9200,19978.2
9300,21236.8
9400,22987.9
9500,22058.3
9600,23214.1
9700,23109.9
9800,23582.3
9900,24776.9
10000,24079.8
10100,27136.6
10200,24510
10300,25840.5
10400,27043.7
10500,32383.9
10600,29521.7
10700,29878
10800,31255.6
10900,33322.8
11000,33946.8
11100,32025.1
11200,30254.8
11300,30903.8
11400,33002.5
11500,33448.7
11600,33432.1
11700,33833.1
11800,37420.1
11900,37041.5
12000,37461.8
12100,36036
12200,37787.9
12300,37501.7
12400,38837.6
12500,42927
12600,43810.9
12700,41355.6
12800,41396.2
12900,41549.9
13000,43586.3
13100,44317.5
13200,43846.9
13300,45218.1
13400,45483.9
13500,44832.3
13600,48016.1
13700,46957.8
13800,47922.6
13900,49683.9
14000,48876.4
14100,48904.6
14200,48974.8
14300,51216.7
14400,53884.5
14500,54376.3
14600,54348.8
14700,55601.5
14800,54703
14900,60675.3
15000,58311.5
15100,61874.8
15200,59636.3
15300,60444.3
15400,64242.4
15500,65099.3
15600,65253.9
15700,61097
15800,61872.7
15900,63063.6
16000,63412.7
16100,60384.2
16200,63102.9
16300,65146.1
16400,63787.1
16500,65796
16600,69559.6
16700,70634.6
16800,68712.7
16900,68546.3
17000,71639.5
17100,75299.7
17200,74241.9
17300,74190.3
17400,73404.8
17500,78388.5
17600,76476.4
17700,80650.4
17800,84529.5
17900,78827
18000,81231.6
18100,76282.3
18200,81349.7
18300,79367.8
18400,82851.5
18500,80403.3
18600,83293.1
18700,81875.1
18800,85647.8
18900,89963.5
19000,87133.7
19100,88425.5
19200,94379.7
19300,92747.8
19400,91416.9
19500,89849.9
19600,94719.4
19700,93475.1
19800,92938.1
19900,90712.9
20000,96846.2
20100,97037.7
20200,99508.8
20300,97456.2
20400,99629.1
20500,99500.5
20600,102828
20700,99762.7
20800,103935
20900,104768
21000,104998
21100,103899
21200,106008
21300,107609
21400,110285
21500,108201
21600,106932
21700,113695
21800,111820
21900,114503
22000,113699
22100,114847
22200,119617
22300,117681
22400,122350
22500,118495
22600,119262
22700,119108
22800,126749
22900,126791
23000,131083
23100,133727
23200,127008
23300,126613
23400,127582
23500,129085
23600,128810
23700,137131
23800,134845
23900,136965
24000,139564
24100,139065
24200,135721
24300,143761
24400,143195
24500,142158
24600,145474
24700,147127
24800,150262
24900,148117
25000,152174
25100,153960
25200,150962
25300,151504
25400,153208
25500,156461
25600,155963
25700,157202
25800,161274
25900,161968
26000,163308
26100,165170
26200,163876
26300,160409
26400,170420
26500,168992
26600,164400
26700,165849
26800,170048
26900,168329
27000,171842
27100,173677
27200,172720
27300,174158
27400,179445
27500,180706
27600,177342
27700,182883
27800,181986
27900,186628
28000,194892
28100,187618
28200,199138
28300,199773
28400,199957
28500,203374
28600,197167
28700,212901
28800,206312
28900,207891
29000,209110
29100,206570
29200,220766
29300,208572
29400,211970
29500,216343
29600,212387
29700,213615
29800,206684
29900,216084
30000,211253
30100,216868
30200,218132
30300,224227
30400,218064
30500,218061
30600,226676
30700,227389
30800,222718
30900,224330
31000,225618
31100,225815
31200,230511
31300,229291
31400,229072
31500,242427
31600,246227
31700,239429
31800,240556
31900,244629
32000,250774
32100,243200
32200,247246
32300,251382
32400,257035
32500,259318
32600,253955
32700,250710
32800,261833
32900,260148
33000,258761
33100,262195
33200,262469
33300,266839
33400,263339
33500,272125
33600,263984
33700,265605
33800,270308
33900,273914
34000,277777
34100,271526
34200,275346
34300,274664
34400,283156
34500,283519
34600,284644
34700,289094
34800,287673
34900,286664
35000,291835
35100,293428
35200,289176
35300,297815
35400,305491
35500,302241
35600,298575
35700,302540
35800,304063
35900,309669
36000,313001
36100,303910
36200,304612
36300,308872
36400,318643
36500,314400
36600,312894
36700,314695
36800,324298
36900,324665
37000,336799
37100,330276
37200,332154
37300,330856
37400,332469
37500,342813
37600,333800
37700,331477
37800,345512
37900,350081
38000,337418
38100,351257
38200,356977
38300,341813
38400,350669
38500,370804
38600,348341
38700,345921
38800,349240
38900,352193
39000,354971
39100,357727
39200,369398
39300,375463
39400,371426
39500,372374
39600,369257
39700,370002
39800,374593
39900,389870
40000,378759
40100,379928
40200,378645
40300,381210
40400,390674
40500,381458
40600,389023
40700,390116
40800,395190
40900,397486
41000,395417
41100,399876
41200,407445
41300,400833
41400,406954
41500,409071
41600,412596
41700,418317
41800,414042
41900,405790
42000,414200
42100,413685
42200,415755
42300,416265
42400,420008
42500,432670
42600,430620
42700,426366
42800,428787
42900,439015
43000,447268
43100,436837
43200,431302
43300,441168
43400,450586
43500,446873
43600,452056
43700,450036
43800,444503
43900,450701
44000,450922
44100,471566
44200,461050
44300,470607
44400,474428
44500,474535
44600,472336
44700,481338
44800,473197
44900,481591
45000,481801
45100,471616
45200,473750
45300,476616
45400,473966
45500,485492
45600,481384
45700,485231
45800,526097
45900,491088
46000,495592
46100,495828
46200,520858
46300,501320
46400,494581
46500,503524
46600,507986
46700,507118
46800,526944
46900,519599
47000,527493
47100,523341
47200,535264
47300,522160
47400,530466
47500,520255
47600,522034
47700,528540
47800,545933
47900,542511
48000,553693
48100,550426
48200,549231
48300,573992
48400,563217
48500,579786
48600,574386
48700,585622
48800,580053
48900,566812
49000,571253
49100,574574
49200,574153
49300,569107
49400,570953
49500,583050
49600,606323
49700,592332
49800,584177
49900,588492
50000,594830
50100,586976
50200,591023
50300,605786
50400,614374
50500,614052
50600,604417
50700,618610
50800,622207
50900,613569
51000,614611
51100,610417
51200,613548
51300,640580
51400,652925
51500,642209
51600,642518
51700,624780
51800,634011
51900,642389
52000,648968
52100,659067
52200,662864
52300,684027
52400,688249
52500,666455
52600,649565
52700,662582
52800,670930
52900,665099
53000,673064
53100,669085
53200,656479
53300,688829
53400,673587
53500,698521
53600,686307
53700,678370
53800,703219
53900,689496
54000,700543
54100,707149
54200,702921
54300,744037
54400,722750
54500,730590
54600,708466
54700,715471
54800,709255
54900,716814
55000,725224
55100,720039
55200,713883
55300,737637
55400,742760
55500,731694
55600,726428
55700,751053
55800,741533
55900,731020
56000,731399
56100,738778
56200,770313
56300,755299
56400,777696
56500,764217
56600,754682
56700,753000
56800,766463
56900,762622
57000,757204
57100,801223
57200,780478
57300,786806
57400,773554
57500,790104
57600,793600
57700,795776
57800,804239
57900,812596
58000,798934
58100,805257
58200,803388
58300,797918
58400,824020
58500,811063
58600,808527
58700,813594
58800,814808
58900,834587
59000,839104
59100,824891
59200,828814
59300,840284
59400,836450
59500,838679
59600,854045
59700,838928
59800,861742
59900,836649
60000,864131
60100,858047
60200,873448
60300,860130
60400,856046
60500,857403
60600,870747
60700,881108
60800,908892
60900,887281
61000,886756
61100,883261
61200,887757
61300,887382
61400,914874
61500,883804
61600,897836
61700,895251
61800,898455
61900,899186
62000,927557
62100,911179
62200,920132
62300,914027
62400,939797
62500,938904
62600,917044
62700,914952
62800,935474
62900,930177
63000,931204
63100,957876
63200,951092
63300,941482
63400,945362
63500,952189
63600,963622
63700,953175
63800,969290
63900,974390
64000,970404
64100,980197
64200,1.00172e+06
64300,995338
64400,977952
64500,978026
64600,978508
64700,990935
64800,999674
64900,1.00588e+06
65000,993258
65100,1.00005e+06
65200,1.00755e+06
65300,998136
65400,1.01148e+06
65500,1.00604e+06
65600,1.01422e+06
65700,1.03181e+06
65800,1.01899e+06
65900,1.01034e+06
66000,1.0396e+06
66100,1.0303e+06
66200,1.05641e+06
66300,1.04198e+06
66400,1.04636e+06
66500,1.05968e+06
66600,1.0438e+06
66700,1.0613e+06
66800,1.04192e+06
66900,1.05098e+06
67000,1.05863e+06
67100,1.07484e+06
67200,1.06154e+06
67300,1.05464e+06
67400,1.08016e+06
67500,1.07069e+06
67600,1.08669e+06
67700,1.07427e+06
67800,1.08684e+06
67900,1.07897e+06
68000,1.07239e+06
68100,1.10844e+06
68200,1.09293e+06
68300,1.09324e+06
68400,1.09231e+06
68500,1.10767e+06
68600,1.11599e+06
68700,1.12113e+06
68800,1.11821e+06
68900,1.10652e+06
69000,1.11206e+06
69100,1.11427e+06
69200,1.13821e+06
69300,1.1325e+06
69400,1.12319e+06
69500,1.1305e+06
69600,1.11865e+06
69700,1.14169e+06
69800,1.1368e+06
69900,1.16515e+06
70000,1.15837e+06
70100,1.14078e+06
70200,1.15538e+06
70300,1.15221e+06
70400,1.19014e+06
70500,1.16738e+06
70600,1.14953e+06
70700,1.16198e+06
70800,1.17985e+06
70900,1.1853e+06
71000,1.19012e+06
71100,1.17896e+06
71200,1.201e+06
71300,1.18211e+06
71400,1.19022e+06
71500,1.20183e+06
71600,1.20346e+06
71700,1.21971e+06
71800,1.21252e+06
71900,1.22667e+06
72000,1.20468e+06
72100,1.2386e+06
72200,1.22064e+06
72300,1.21431e+06
72400,1.227e+06
72500,1.27848e+06
72600,1.22878e+06
72700,1.23769e+06
72800,1.22951e+06
72900,1.25012e+06
73000,1.24915e+06
73100,1.24465e+06
73200,1.2374e+06
73300,1.25705e+06
73400,1.2576e+06
73500,1.28379e+06
73600,1.26845e+06
73700,1.32874e+06
73800,1.2774e+06
73900,1.28524e+06
74000,1.27824e+06
74100,1.32634e+06
74200,1.28337e+06
74300,1.30162e+06
74400,1.28187e+06
74500,1.31561e+06
74600,1.30306e+06
74700,1.30781e+06
74800,1.32656e+06
74900,1.33609e+06
75000,1.32246e+06
75100,1.34016e+06
75200,1.32722e+06
75300,1.34239e+06
75400,1.34997e+06
75500,1.356e+06
75600,1.34758e+06
75700,1.37922e+06
75800,1.33968e+06
75900,1.36732e+06
76000,1.36957e+06
76100,1.39037e+06
76200,1.37608e+06
76300,1.38102e+06
76400,1.39989e+06
76500,1.3754e+06
76600,1.39622e+06
76700,1.38869e+06
76800,1.44593e+06
76900,1.38618e+06
77000,1.39192e+06
77100,1.39356e+06
77200,1.41602e+06
77300,1.4192e+06
77400,1.41785e+06
77500,1.47582e+06
77600,1.42545e+06
77700,1.42548e+06
77800,1.42952e+06
77900,1.4526e+06
78000,1.42847e+06
78100,1.48016e+06
78200,1.48475e+06
78300,1.47409e+06
78400,1.46348e+06
78500,1.4519e+06
78600,1.46479e+06
78700,1.47169e+06
78800,1.52391e+06
78900,1.50755e+06
79000,1.52328e+06
79100,1.5212e+06
79200,1.50613e+06
79300,1.51381e+06
79400,1.48335e+06
79500,1.55698e+06
79600,1.52926e+06
79700,1.50177e+06
79800,1.49516e+06
79900,1.51861e+06
80000,1.52538e+06
